Timestamp,head_x_change,head_y_change,left_eye_height,right_eye_height,mouth_openness,left_smile,right_smile,left_eyebrow_raised,right_eyebrow_raised,left_cheek_puff,right_cheek_puff,nose_scrunch
0.2742645740509033,,,0.09040133371474256,0.06801045250624381,0.34254920724574905,0.2652278542518616,0.4726700186729431,-0.03444558382034302,-0.2671542167663574,-0.016668200492858887,0.020109891891479492,0.009992464525192942
0.3152906894683838,-0.000949859619140625,-0.0005570650100708008,0.09122859312724871,0.06835321249757813,0.33931478561236583,0.26494029164314276,0.47115167975425726,-0.034314870834350586,-0.2651395797729492,-0.01689857244491577,0.020687997341156006,0.009803037290430909
0.3319566249847412,0.0005276203155517578,0.00023472309112548828,0.09169596688547778,0.06900421909183545,0.3398902602946588,0.2647286057472229,0.47163957357406616,-0.03430062532424927,-0.2652125954627991,-0.01665210723876953,0.020497441291809082,0.010100520898505341
0.3450613021850586,0.00048029422760009766,-0.0009417533874511719,0.09098934881429077,0.06893016914571753,0.3396779561801529,0.2632465660572052,0.470260888338089,-0.03355652093887329,-0.26553457975387573,-0.016413629055023193,0.02038639783859253,0.009967574894006485
0.3651173114776611,-0.0006023049354553223,0.0002840757369995117,0.09156910519941909,0.0686135181187427,0.3383739166890794,0.26507598161697393,0.4727050065994263,-0.03429514169692993,-0.2648889422416687,-0.016525208950042725,0.020810604095458984,0.009837105871680286
0.4136075973510742,0.00044149160385131836,0.0018817782402038574,0.09039579244998673,0.06849060608075395,0.33884938665228304,0.26373797655105596,0.4714157581329346,-0.03386533260345459,-0.2656328082084656,-0.016744911670684814,0.020504653453826904,0.01005630089079966
0.4551491737365722,0.0005372166633605957,-0.0008636713027954102,0.09047427151991679,0.06840456538349392,0.33948604455637027,0.2633972764015198,0.4710620045661926,-0.03385096788406372,-0.26529741287231445,-0.01681727170944214,0.020769774913787842,0.010163101370069033
0.4819426536560058,0.0004882216453552246,0.0006268620491027832,0.09069280583708751,0.06839925105997917,0.34007306268554255,0.2630422711372376,0.47072327136993414,-0.03393208980560303,-0.2649308443069458,-0.016711175441741943,0.02064502239227295,0.010136706075167715
0.5148346424102783,0.00029921531677246094,-0.00048679113388061523,0.09068763375741738,0.06896433472077998,0.3397564019306113,0.2632389664649964,0.4713245630264283,-0.03353923559188843,-0.26660478115081787,-0.01671445369720459,0.02079141139984131,0.0100916957409426
0.5522308349609375,-0.00015467405319213867,0.00039064884185791016,0.09041118767917378,0.06850385353692423,0.33973769354702366,0.26250892877578735,0.4703819751739502,-0.033780574798583984,-0.26623594760894775,-0.01668417453765869,0.020827293395996094,0.01002982086679183
0.5822103023529053,0.0006029605865478516,0.0006372332572937012,0.09058813244599077,0.0695595890574948,0.3401438774921524,0.2631680071353913,0.4712356626987458,-0.03387463092803955,-0.26679933071136475,-0.016771674156188965,0.02098977565765381,0.010072663980096399
0.612189769744873,0.0004388093948364258,-0.0004990100860595703,0.09137055241893098,0.06852838639546736,0.34136644739404887,0.26397249102592474,0.4718786776065827,-0.03426945209503174,-0.2662409543991089,-0.016695737838745117,0.02111262083053589,0.009854902178086709
0.6426606178283691,-0.0003063678741455078,0.001607358455657959,0.09099329565171443,0.06822540157239189,0.3422989974312795,0.26431691646575933,0.4714553356170655,-0.034392476081848145,-0.26601850986480713,-0.01713031530380249,0.021132171154022217,0.010113041043295896
0.6725559234619141,0.001227259635925293,0.0005064606666564941,0.09113030259164627,0.06896668052092117,0.3433860255845085,0.2651439905166626,0.4720500111579895,-0.03430628776550293,-0.26766419410705566,-0.01751929521560669,0.021201372146606445,0.0100377345884672
0.7124707698822021,0.0010077953338623047,0.0010887384414672852,0.09145696902294957,0.0690344648625789,0.3455245112936433,0.2663856744766236,0.47314256429672247,-0.03406339883804321,-0.26855069398880005,-0.017543673515319824,0.021428585052490234,0.010259069457743221
0.7425405979156494,0.0003581047058105469,0.0008252263069152832,0.09135434076294854,0.06930882909445535,0.34679239013086377,0.26781693100929266,0.47437927126884466,-0.034174978733062744,-0.2697499394416809,-0.017592668533325195,0.02134263515472412,0.010132015203236998
